SEQUENTIEL
0,,,,

CUDA
0,,,,

SEQUENTIEL
15,15.535994,15.523364,15.517491,

CUDA
4,3.949750,3.962487,3.952200,

SEQUENTIEL
1,15.537771,15.512199,15.544599,15.519014

CUDA
1,3.974224,3.961707,3.960171,3.961145

